"Czas uśredniania","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g"
"Jednostka","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3"
"Kod stanowiska","DsLegPolarna-PM2.5-24g","DsOsieczow21-PM2.5-24g","DsWalbrzWyso-PM2.5-24g","DsWrocNaGrob-PM2.5-24g","DsZgorBohGet-PM2.5-24g","KpBydBerling-PM2.5-24g","KpGrudSienki-PM2.5-24g","KpToruDziewu-PM2.5-24g","KpWloclGniaz-PM2.5-24g","KpZielBoryTu-PM2.5-24g","LbBiaPodOrze-PM2.5-24g","LbChelPolan-PM2.5-24g","LbLubSliwins-PM2.5-24g","LbZamoHrubie-PM2.5-24g","LdLodzCzerni-PM2.5-24g","LdLodzLegion-PM2.5-24g","LdPioTrKraPr-PM2.5-24g","LuGorzPilsud-PM2.5-24g","LuZarySzyman-PM2.5-24g","LuZielKrotka-PM2.5-24g","MpBochKonfed-PM2.5-24g","MpKrakBujaka-PM2.5-24g","MpNoSaczNadb-PM2.5-24g","MpTarBitStud-PM2.5-24g","MpTrzebOsZWM-PM2.5-24g","MpZakopaSien-PM2.5-24g","MzPlocKroJad-PM2.5-24g","MzRadHallera-PM2.5-24g","MzWarKondrat-PM2.5-24g","MzWarWokalna-PM2.5-24g","OpKluczMicki-PM2.5-24g","OpOpoleOsAKr-PM2.5-24g","PdBialWarsza-PM2.5-24g","PdLomSikorsk-PM2.5-24g","PkJasloSikor-PM2.5-24g","PkKrosKletow-PM2.5-24g","PkNiskoSzkla-PM2.5-24g","PkRzeszRejta-PM2.5-24g","PmGdaPowWiel-PM2.5-24g","PmSlupKniazi-PM2.5-24g","SkBuskRokosz-PM2.5-24g","SkKielTargow-PM2.5-24g","SkKielWarsza-PM2.5-24g","SkSkarZielnaMOB-PM2.5-24g","SkStaraZlota-PM2.5-24g","SlBielSterni-PM2.5-24g","SlCzestoZana-PM2.5-24g","SlGliwicMewy-PM2.5-24g","SlGodGliniki-PM2.5-24g","SlKatoKossut-PM2.5-24g","SlKatoPlebA4-PM2.5-24g","SlTarnoLitew-PM2.5-24g","SlZlotPotLes-PM2.5-24g","SlZorySikor2-PM2.5-24g","WmElbBazynsk-PM2.5-24g","WmOlsPuszkin-PM2.5-24g","WmOstrPilsud-PM2.5-24g","WmPuszczaBor-PM2.5-24g","WpPleszAlMic-PM2.5-24g","WpPoznDabrow-PM2.5-24g","ZpKoszSpasow-PM2.5-24g","ZpMyslZaBram-PM2.5-24g","ZpSzczAndr01-PM2.5-24g","ZpSzczec1Maj-PM2.5-24g"
"6/25/2019 0:00","","11.82","11.2","11.7","15.42","12.137349","","14.222841","7.585997","6.419063","8.7","8.6","8.3","7.2","15","15.090909","17.181818","16.5","11.4","10.6","18.56","19.38","21.06","18.25","16.78","13.59","11.97","13.96","12.52","11.07","12","12","12.514781","10.994818","16.7","19.4","14.7","13.3","10","10","11.127034","13.184469","9.774845","15.425385","13.154785","16.9","11.5","17","15.5","16.9","23.6","19","9.1","16.1","9.94","14.59","11.59","7.17","17.56","14.64","11.97","15.6","15.75","12.14"
"6/26/2019 0:00","","16.36","15.17","15.03","19.73","14.850912","15.257737","9.564903","13.098721","10.620733","16.5","16.2","15.3","13.5","20.272727","20.909091","20.090909","20.1","14.7","18.6","20.56","23.04","22.53","21.26","21.04","17.23","17.41","19.59","19.23","17.15","15","15","18.760738","18.510348","17.9","21.5","19","17.5","17","10","16.153485","17.615675","15.357712","16.987001","20.437478","17.8","15.9","19.2","19.6","20.3","25.1","15.8","13.9","24.1","18.71","22.84","18.81","11.63","19.64","19.48","18.5","18.87","20.11","16.31"
"6/27/2019 0:00","","8.64","9.62","9.39","11.12","7.473774","10.435274","6.012357","8.657757","2.373666","13.8","13.3","10.6","11.9","13.454545","14.454545","22.818182","13.3","6.7","8","18.14","26.05","19.56","15.46","15.83","16.89","8.89","15.78","14.88","12.52","9","11","16.008761","11.975537","13","17.8","16.3","12.3","8","5","10.2062","13.147945","10.927236","12.274723","14.954817","17.6","11.7","13","18.6","16","15.3","16","9.6","21.4","8.83","13.81","9.29","7.3","12.34","8.31","5.99","7.26","7.79","5.44"
"6/28/2019 0:00","","6.65","6.08","4.98","","6.404759","4.492957","8.868663","5.313206","1.006284","5.2","5.4","5.1","5.6","8.636364","10.636364","14.272727","8","6.4","7.2","11.89","12.99","12.08","9.76","9.38","10.87","8.34","7.25","5.99","5.81","5","6","7.349107","4.240012","7.86","10.9","8.04","6.49","4","4","7.363544","8.130521","6.298366","5.929881","8.418029","10.9","10.2","10","12","12.7","11.9","12.6","11.5","13.5","5.94","6.11","6.66","2.72","10.01","7.75","6.89","6.71","8.52","6.7"
"6/29/2019 0:00","9.59","11","8.05","8.54","","4.269808","5.241857","10.479964","7.129917","2.786906","6.5","7.6","6.4","6.7","10.272727","11.727273","11.272727","9.2","11.1","10","10.56","13.88","12.2","9.67","10.4","11.57","7.07","8.7","8.16","7.26","8","9","7.894517","8.216696","9.55","11.9","9.39","7.68","6","4","7.147073","9.700958","6.586712","7.23862","9.303045","12.4","14.2","12.7","12.9","11.4","11.3","11.2","11.1","13.4","9.26","7.52","7.39","5.04","10.18","8.35","8.71","13.43","10.51","7.43"
"6/30/2019 0:00","11.25","10.63","8.71","9.15","","13.366977","10.581952","9.71519","8.130303","6.508959","9.5","9.4","10.1","8.1","13.363636","14.909091","14.545455","13.8","10.8","10.4","11.77","14.48","15.52","10.91","14.17","13.35","11.06","13.6","11.61","11.71","9","11","10.280927","11.194558","13.4","14.5","13","11","8","8","10.657825","14.384698","10.317248","11.38175","12.217738","11.4","10.8","13.5","15.6","14.2","15","11.4","10.3","14.2","11.48","10.76","17.8","5.54","11.62","13.06","12.15","16.87","13.94","10.86"
"7/1/2019 0:00","14.66","15.87","13.21","12.55","16.88","8.631141","10.116338","9.569004","5.784616","3.963055","13.7","13.8","14.3","11.1","16.363636","17.090909","19.636364","11.6","12","10.3","18.12","25.06","16.63","14.46","21.58","15.9","10.15","18.68","13.97","12.34","13","13","15.205271","13.555179","14.7","14.7","15.1","12.8","","4","11.722219","16.866709","17.107498","15.912902","16.355268","14.7","14.3","13.8","19.9","20.3","20.5","16.1","12.6","27.7","9.66","12.39","11.97","7.22","14.66","12.05","6.17","9.07","9.42","7.25"
"7/2/2019 0:00","6.65","5.46","5.38","6.34","6.53","4.614149","6.437476","6.621415","5.292295","1.524869","7.9","9","8.5","10.3","10.818182","13.181818","18.363636","13","6.8","8.1","15.28","14.92","15.65","13.42","12.91","15.46","7.25","12.51","8.16","7.26","7","8","8.405286","6.664137","12.7","15.4","12.8","10.2","","3","9.123379","11.072588","11.120438","9.169874","6.222348","14.3","10.9","11.5","","13","13.9","12","11.2","","7.8","8.06","7.34","3.5","9.74","8.79","4.72","7.98","7.07","4.35"
"7/3/2019 0:00","4.4","4.21","3.99","5.34","5.43","4.829983","4.226648","3.127432","1.673725","0.583352","7.2","7.6","6.6","6.8","6.909091","10","9.636364","8.6","4.6","7.3","11.99","19.34","12.62","9.74","10.66","12.09","5.62","9.79","6.35","6.23","2.5","7","6.570254","6.037869","9.58","11.8","10.9","7.92","","3","5.838612","8.203157","8.165924","6.155535","9.784665","10.6","10.5","8.7","10.3","9","10.4","10.2","11.5","10.5","5.91","5.61","6.18","2.7","7.71","8.18","5.26","4.25","4.89","3.81"
"7/4/2019 0:00","5.21","5.25","5.47","6.07","5.37","6.078785","5.173659","2.151279","4.81997","3.484218","6.8","7.9","6.1","8.1","10","12","13","9.1","7.1","7.1","17.85","16.08","12.79","11.64","10.46","10.67","4.71","9.79","7.26","5.99","7","8","5.279937","5.901344","9.41","11.6","10.3","8.4","","2","7.435884","10.061778","8.499749","8.104956","11.403732","10.3","9.7","8.8","11.1","10.7","19.4","10.8","7.9","10.8","7.18","5.68","6.32","3.3","10.32","8.64","4.9","5.99","6.16","7.43"
"7/5/2019 0:00","7.17","6.75","6.69","7.36","7.85","4.233432","4.4596","2.271624","5.058463","3.951212","6.5","11","7.2","12.4","10.454545","12.636364","13.181818","5.3","10","8","12.15","16.67","14.55","10.69","13.1","11.99","4.9","10.7","7.8","6.89","8","8","6.793688","6.764045","11.7","12.6","12","9.59","","3","7.860188","11.857601","9.672855","8.971378","10.194245","12.1","12.7","9.8","13.4","12.8","18.3","11.6","7.6","14.8","6.01","5.17","12.03","3.44","12.38","7.85","4.17","4.72","5.25","3.26"
"7/6/2019 0:00","9.28","9.48","9.72","8.34","11.05","4.794922","6.920552","6.294334","6.639611","5.860143","6.3","8.3","7.1","8.5","7.727273","9.727273","9.454545","7","8.3","6.8","13.28","18.29","15.99","11.53","14.94","12.35","6.53","8.34","6.89","5.81","9","9","6.675774","6.618584","10.7","10.5","15.4","10.3","","","10.522098","10.530913","9.564888","8.81796","8.304832","11.4","11.4","11.9","15.3","11.6","15.3","14","13","17.1","7.21","7.33","9.02","4.16","11.69","7.76","6.54","6.89","6.16","5.8"
"7/7/2019 0:00","5.64","5.39","4.61","4.65","5.5","4.089203","5.904093","5.448527","4.202468","4.742655","6.6","9.4","5.8","8.9","8.636364","8.909091","7.454545","6.6","5.4","6.9","12.5","17.6","14.24","10.26","11.91","13.33","5.8","7.8","5.99","5.99","6","7","6.996972","5.783506","10.7","11.5","12.5","9.4","","","8.473735","8.076495","7.24571","6.290898","7.767591","12.2","10.6","9.1","11.5","8.5","12.4","10.3","8.4","11.3","6.01","6.42","5.88","4.67","9.06","6.74","5.08","5.26","5.07","3.63"
"7/8/2019 0:00","4.65","4.7","3.48","4.39","3.94","4.541359","3.912662","5.875721","4.584344","4.240567","4.8","7.4","3.7","4.9","5.909091","7.181818","7.090909","5.8","4.5","4.9","9","11.68","8.51","7.07","8.43","11.29","3.99","6.71","6.35","4.54","2.5","5","5.00416","5.501998","6.79","8.36","8.82","5.75","","","5.288064","7.851121","6.604984","5.24073","5.054637","10.2","8.1","8.4","8.7","9.9","10.4","9.9","8.9","8.9","6.11","4.86","5.17","3.08","7.48","6.53","3.63","4.54","4.35","3.26"
"7/9/2019 0:00","3.65","4.18","3.8","4.16","3.64","3.527388","4.637395","4.176252","4.802864","5.047997","4.3","5.4","3.8","5","6.454545","8.545455","8.454545","5.5","3.3","4.4","9.02","11.91","10.27","7.87","12.57","12.22","","6.53","5.44","4.54","2.5","5","4.405294","4.730421","7.26","9.6","7.25","6.49","","","4.927282","6.6147","5.278516","5.677141","5.8","9.2","9.8","7.4","9.9","9.7","9.5","11.6","8.6","8.3","3.89","3.44","4.32","2.24","7.69","6.29","4.54","5.99","5.62","4.35"
"7/10/2019 0:00","4.26","4.71","5.51","5.21","5.02","3.58207","4.703968","4.830245","3.037722","4.44921","3.6","6","6.4","4.8","8.454545","10.545455","11.727273","7.2","4.1","5.2","16.87","19.05","10.77","7.72","9.25","9.91","5.98","5.62","4.9","4.9","2.5","6","3.816149","4.122071","6.72","9.09","6.71","5.16","","","4.999377","6.172528","4.267936","5.695306","5.42747","11.6","9.3","10.1","7.8","10.7","12.2","11.9","10.5","9.2","4.92","","4.14","1.88","9","7.5","4.72","6.17","6.52","4.35"
"7/11/2019 0:00","5.82","6.86","4.93","5.94","7.63","6.622169","3.993391","8.150262","6.749111","5.388026","6.1","5.8","4.2","4.4","8.363636","11.363636","11.545455","7.7","6.8","5.5","9.67","12.04","9.65","8.16","8.09","9.25","7.25","6.89","5.62","5.62","5","8","6.813103","6.255606","7.45","8.47","8.22","6.76","","6","6.479326","7.877924","5.413746","6.85954","7.536638","10.5","13.5","9.5","7.3","9.7","","11.7","11","8.6","6.39","","6.86","","10.44","8.11","6.85","9.43","7.97","7.43"
"7/12/2019 0:00","8.45","8.16","6.09","11.58","7.38","7.129996","12.864148","12.282201","8.313973","7.200643","9.4","8.7","7.6","7.1","11.909091","9.454545","13.909091","9.1","5.4","12.8","11.69","12.57","11.91","9.34","12.06","11.99","10.15","12.69","8.89","9.62","10","12","9.251871","9.288094","9.8","8.76","11.9","8.75","","6","11.415772","12.354079","9.984608","11.534692","12.481818","12.7","18.1","12.3","8.9","15.1","20.4","15.5","14","12.3","9.34","","10.56","","16.9","12.22","8.19","14.15","10.33","10.15"
"7/13/2019 0:00","7.72","7.45","6.57","10.92","8.06","7.526415","7.823118","7.580349","6.894707","6.815411","9.6","10.9","9.3","12.6","12.909091","14.909091","13.454545","7.2","9.6","7","14.54","13.73","13.21","13.84","11.57","12.77","13.96","12.33","11.61","11.25","9","12","8.981846","9.015782","10.2","11.2","13.6","8.85","","6","12.976747","13.030986","10.764408","10.686306","11.38513","11.4","13.6","13.6","9","14.6","19.4","17.2","16.2","12.7","7.62","","8.62","6.04","17.88","9.9","9.28","10.74","11.6","8.52"
"7/14/2019 0:00","6.22","7.14","5.62","6.2","7.68","7.092391","6.589479","5.551336","5.657611","7.243912","6.2","6","6.2","7.2","8.181818","6.181818","11","4.8","6.8","6.5","11.69","12.5","11.11","9.47","11.99","9.78","9.97","9.07","5.99","6.35","8","8","6.485108","6.019677","6.85","8.12","9.7","7.86","","9","6.921508","8.681135","6.75811","6.787408","8.066276","13.5","12.2","12","9.1","15.9","19.7","15.1","14.3","13.8","5.52","","6.17","4.04","13.94","10.22","8.92","7.8","7.79","6.89"
"7/15/2019 0:00","9.04","8.75","6.15","9.43","7.89","7.382157","4.794616","8.548065","7.404348","7.629098","7.8","8.6","8","6.9","8.636364","6.363636","11.090909","5.8","5.7","6.7","12.35","12.02","11.02","10.87","11.73","10.47","8.7","9.43","7.44","5.99","7","7","9.041608","8.507277","9.35","10.1","10.7","9.54","","","8.00449","8.347396","7.398799","8.041821","11.945672","11.8","12.9","9.7","9.8","14.6","14.4","9.9","11.6","12.3","7.91","","8.88","3.95","12.96","10.32","8.19","7.44","7.97","6.7"
"7/16/2019 0:00","5.62","5.98","5.43","7.41","7.73","5.772084","5.771451","7.226552","6.257993","3.529877","10.5","11.5","8.7","9.6","11","9.272727","11.636364","5.6","5","5.4","17.03","15.54","15.97","12.82","12.57","12.91","8.16","11.61","8.16","8.53","7","8","11.307409","9.161301","11.4","14.7","13.3","11.3","","","10.107227","11.072308","8.615582","9.594261","11.163636","15.1","13.7","12.9","11.6","16.5","16.8","12.1","13.9","9.4","6.77","","8.85","4.62","11.44","7.37","7.83","7.44","7.97","5.8"
"7/17/2019 0:00","5.99","7.36","7.83","6.61","9.2","1.900036","4.545973","6.107699","5.203103","2.789953","6","7.1","4.5","6.2","7.454545","5.818182","12.272727","6.5","6.8","5.1","14.17","11.82","12.53","7.7","11.42","12.02","5.08","7.98","4.9","5.08","6","6","5.769895","4.757555","8.02","12.1","8.89","7.43","","","7.679507","9.556744","5.648443","7.608619","7.20896","9.4","10.6","11.4","10.8","12.9","15.5","10.7","11.3","8.9","3.83","","5.06","2.78","10.46","7.07","4.19","7.47","7.43","4.71"
"7/18/2019 0:00","10.55","8.92","8.27","9.8","11.23","5.988089","2.48842","11.203967","7.711951","4.059852","8.6","5.9","6.1","6.7","8.181818","6","15.454545","6.3","9.4","8.8","18.4","15.14","13.11","10.16","11.48","12.42","5.98","7.8","6.35","5.81","10","10","8.006223","8.316733","8.56","11.2","9.74","8.74","","","8.780574","10.738618","6.57763","9.242228","9.927092","12.2","16.8","11.4","12.4","19.3","21","15.5","12.6","8.6","5.57","6.03","7.22","4.19","14.63","7.67","7.1","7.26","6.52","8.88"
"7/19/2019 0:00","12.97","13.14","11.39","12.62","13.55","13.48004","4.966101","12.68271","11.590796","10.167352","11.4","12.8","10.4","10.2","14.727273","11.636364","17.272727","11","11.2","9.7","16.05","16.38","16.87","12.88","12.75","12.77","11.06","15.96","12.52","12.16","11","13","11.167489","10.096241","10.6","12.3","14.1","9.9","","","13.292616","15.765526","12.108788","13.340458","14.817912","12.5","18.3","19.9","15.7","20.1","23.4","17.4","19.2","15.7","8.57","12.18","14.25","6.34","17.11","12.79","9.27","14.51","11.05","14.86"
"7/20/2019 0:00","12.79","","9.61","11.87","13.64","13.963954","10.458558","14.667167","15.060131","12.90178","16.7","13.5","12.4","14.4","17.545455","13.818182","19.363636","","11.4","9.9","13.24","14.34","17.54","9.82","11.79","20.82","13.96","15.05","14.15","14.33","13","12","16.262881","14.490754","11.5","11.6","15.4","10.9","","","17.047259","18.183918","14.283703","17.067496","16.8","16.2","19.5","21.8","16","21.6","23.3","17.2","20.4","16.8","9.5","17.1","17.06","11.19","16.51","13.12","12.01","16.69","13.59","19.75"
"7/21/2019 0:00","8.13","","6.85","7.18","8.33","9.697812","13.359481","10.362786","10.533459","11.492886","11.8","10.2","10.2","10.7","15","10.181818","14.272727","","9.2","8.6","11.49","12.09","14.95","12.42","13.59","13.35","11.61","14.87","11.79","11.97","8","9","17.201356","12.547302","8.77","9.12","11.7","8.06","","","12.056608","14.177088","11.008267","14.116441","15.677858","13.6","15.1","19.8","","21.4","21","17.2","16.2","16.5","12.47","14.57","12.31","10.74","12.51","8.13","8.91","9.07","8.52","11.06"
"7/22/2019 0:00","11.89","","7.48","10.92","10.36","6.477305","6.781625","6.229039","7.895259","7.780747","6.6","7.6","7.6","10.8","11.909091","11.090909","13.181818","9.7","9.6","9.2","14.13","13.99","15.14","11.06","11.29","11.15","9.07","11.97","7.08","7.44","10","9","7.919958","6.146667","8.42","11.5","12.2","9.68","","","11.253274","12.597641","9.422054","9.847033","11.5023","11.5","13.4","19.2","13.5","20.3","21.1","","11.3","9.4","6.48","7.21","7.36","3.8","15.41","8.57","7.64","10.7","8.88","6.34"
"7/23/2019 0:00","10.66","","7.72","7.95","11.45","5.102789","3.676649","7.580477","9.677971","5.941068","5.9","6.7","6.4","10.1","9.909091","10.545455","16.363636","11.8","8.2","8.9","12.35","14.28","15.87","12.28","9.98","11.06","10.34","12.51","8.89","8.89","9","9","6.725805","6.764045","8.58","12.4","13","10.6","","","9.917752","12.137237","8.977568","11.516453","12.886035","10.9","8.9","17.1","14.6","20.2","21","","5.3","9","7.06","6.82","6.58","3.53","11.76","7.77","10.01","13.24","11.77","5.8"
"7/24/2019 0:00","11.92","","10.71","7.03","11.5","7.076193","2.302962","9.021192","9.696604","6.70409","10.9","7.9","7","9.9","9.181818","8.090909","14","11.6","10.1","8.6","12.77","16.08","14.06","11.68","10.15","10.44","9.61","11.06","7.8","7.26","8","8","9.309313","8.879334","7.18","10.8","13.1","9.3","","","7.94135","7.715381","6.1265","8.041879","10.809091","9.8","8.3","14.5","12.2","16.6","17.6","","9.1","10.7","7.42","6.77","6.15","4.36","13.56","8.58","7.82","14.7","13.22","7.61"
"7/25/2019 0:00","11.41","","9.73","9.89","11.69","8.974452","6.121042","8.616495","8.914002","5.675277","10","12.3","7.6","11.5","9.909091","9.363636","14.272727","11.3","9.2","9.2","10.87","14.61","14.12","14.79","15.92","11.18","13.6","13.42","8.89","7.8","14","13","10.304632","8.861224","8.56","11.3","14.1","8.94","","9","10.1753","11.993221","8.535595","11.860062","14.218699","11.1","14.1","17.6","16","19.2","22.3","21.1","8.5","15.8","6.71","7.56","7.58","4.35","15.52","11.9","7.28","13.43","11.41","9.6"
"7/26/2019 0:00","8.93","8.88","9.53","8.45","9.86","6.695245","6.494432","8.614964","7.750076","7.516286","6.5","8.6","6.2","10.7","9.363636","5.636364","9.272727","10.8","9","9","16.21","18.69","18.93","12.22","12.33","17.47","8.52","12.15","7.62","7.62","9","12","6.830589","6.400805","11.5","14.8","15.1","10.7","","8","11.704572","9.754909","7.678523","9.964151","12.654776","13.1","12.2","19.8","21.7","19","","18.6","10.7","19.9","8.57","7.8","7.71","5.54","11.63","8.13","9.28","11.97","11.95","10.33"
"7/27/2019 0:00","9.35","9.66","10.19","10.01","11.47","8.41294","7.197003","7.586135","8.23942","5.775454","10.2","10.5","9.6","13.7","10.363636","11.090909","14.454545","12.7","8.9","8.9","12.68","17.3","17.63","10.2","13.11","16.78","8.89","13.78","9.07","8.16","9","11","10.928098","8.943179","10.2","10.8","15.1","10.1","","8","11.713491","11.984132","9.510112","13.123454","13.672479","13.3","10.6","17.4","19.8","15.6","","16.4","10.4","16.1","9.17","10.3","9.86","7.4","12.15","9.12","8.73","12.34","12.32","9.24"
"7/28/2019 0:00","12.29","12.11","8.1","10.94","13.55","12.844239","6.605448","12.781136","14.975235","8.792437","13.9","18.3","14.7","16.9","14.090909","13.545455","9.272727","10.5","9.2","9.9","12.73","16.07","18.03","11.42","13.79","13.08","14.14","15.6","14.15","14.15","12","13","16.654673","15.089639","10","10.9","15.1","10.1","","13","13.671558","13.20247","10.385593","14.712015","5.454744","10","14","15.6","16.6","16.4","","18","11.9","15.3","15.34","18.35","16.05","12.86","16.21","12.34","15.1","16.69","16.3","13.59"
"7/29/2019 0:00","13.88","13.67","10.37","11.91","14.76","16.031934","16.915417","16.880242","15.261427","13.251188","11.8","14.5","12.7","15.6","15.727273","15.545455","14","14.8","10.7","14.7","15.72","15.14","13.95","18.31","7.4","11.49","15.05","19.04","13.79","13.61","12","13","16.226329","12.501861","12.3","12.4","16.4","10.9","","15","14.451676","13.734479","11.656055","14.721253","17.636684","12.4","9.8","17.2","13.8","18.1","","18","14.2","15.7","15.95","19.64","16.97","13.17","21.82","17.64","19.28","24.68","24.09","17.76"
"7/30/2019 0:00","14.76","14.76","11.51","14.75","15.31","14.200383","14.42694","17.266782","16.665636","7.544091","11.5","9.4","10.1","10.3","15.636364","16.909091","14.272727","15","10.5","17.3","26.27","16.25","18.25","19.95","13.75","14.59","19.22","16.86","15.42","13.79","12","14","15.251851","12.520133","13.8","19.3","16.5","14.7","","8","14.429324","15.882412","14.476038","13.737479","16.795795","17.6","14.3","18.5","16.8","18.6","23.3","19.9","13.8","16.1","8.89","14.53","14.06","10.41","17.32","16.27","11.83","17.78","16.85","12.87"
"7/31/2019 0:00","15.08","13.66","10.4","12.18","12.99","5.591262","6.819943","6.782924","7.694379","2.676829","6.9","9.3","7.2","9.7","9.090909","8.818182","10.818182","7","9.6","10.7","18.58","15.43","17.83","13.19","17.63","17.25","8.34","12.87","9.25","8.35","10","13","9.394206","8.698068","12.7","15.7","16","12.5","","5","17.019387","13.175017","11.693543","12.519067","13.894446","","13.8","17.2","14.6","21","24.6","19.3","19.3","15.3","5.78","7.06","5.14","4.1","12.88","9.7","6.73","8.71","10.33","9.61"
"8/1/2019 0:00","6.79","","7.9","8.99","","3.546067","4.240081","","7.311005","2.328196","7.4","10.5","7.4","11","9.545455","11.545455","15.363636","6.6","5.3","9.3","12.66","13.53","12.51","12.33","12.37","17.18","9.79","9.79","9.98","8.16","7","8","7.878051","7.172689","10.7","14.9","12.2","11.2","4","5","12.209693","10.873842","8.264895","11.580029","11.42192","21.6","10.5","14.2","9.9","14.3","17.4","14.6","15.2","14.4","5.89","6.92","5.35","4.02","14.55","8.79","5.64","10.34","7.07","8.34"
"8/2/2019 0:00","6.8","7.13","7.34","6.76","","5.699831","3.44365","","8.56672","2.375219","5.6","10.9","7.5","10.8","8.181818","10.636364","8.545455","5.8","5.6","8.7","11.06","13.64","16.85","11.06","11.42","13.97","7.8","9.79","8.89","9.8","8","7","8.149937","8.588897","9.9","13.1","13.6","10.7","9","6","9.773133","10.485737","9.068187","11.255081","10.175687","","8.3","11.4","9.9","9.5","17.1","11.7","12","14.6","6.75","7.73","7.42","6.06","11.83","7.63","6.92","9.43","7.43","6.71"
"8/3/2019 0:00","7.83","6.79","7.02","7.62","9.42","5.644168","7.385949","","7.838858","4.055638","7.6","10.7","7.3","9","9.363636","11.727273","11.272727","7.1","5.4","9","12.19","12.57","16.48","11.77","8.76","10.87","11.06","12.33","9.8","9.8","10","9","11.02684","9.333389","8.91","14.1","13.1","9.23","8","9","9.908603","10.350491","9.023072","11.128842","12.890675","","12.2","10.5","10.5","12.4","16.3","15.2","11.6","17.1","9.63","9.3","8.28","5.91","12.08","8.32","8.37","10.52","8.16","7.25"
"8/4/2019 0:00","8.43","8.15","5.51","7.65","9.29","4.379829","8.774574","","7.458193","4.200761","6.1","8.2","6.5","8.1","7.181818","7.818182","10","6.7","7.1","7.7","11.42","12.6","14.03","11.62","9.58","10.6","","8.7","7.62","8.53","6","7","8.074404","7.71738","6.75","9.76","10.6","7.86","7","6","8.410505","9.00579","6.189716","8.502358","10.300187","","12.2","10","","11.4","15.4","13.1","11.4","14.3","7.59","7.63","7.24","4.48","9.09","9.93","9.46","8.71","7.79","7.07"
"8/5/2019 0:00","6.7","7.77","6.6","7.5","9.58","6.784396","9.05203","","9.694523","3.825168","5.6","8.4","6.9","8.7","8.454545","9.272727","10.363636","8.5","8.6","8.9","11.06","11.2","12.06","11.66","9.36","9.56","","8.89","10.52","9.8","8","8","9.625558","8.952275","10.2","12.6","11.8","8.47","8","7","10.13591","10.512998","8.3912","11.120097","8.982145","","12.7","10.7","11.2","9.8","16","12.2","11.2","15.7","8.27","9.64","10.06","5.06","9.42","10.78","9.1","10.89","7.97","9.06"
"8/6/2019 0:00","9.17","9.33","9.25","8.62","9.73","8.974143","11.815654","","9.259023","6.411513","9.7","14","9.7","11.6","12.818182","10.909091","13.727273","12.3","9.4","11.6","11.48","13.33","12.31","9.6","10.05","11.89","","12.15","14.33","13.06","9","8","11.678209","9.752271","10.7","15.4","19.6","11.2","11","9","14.731582","15.467834","11.86516","13.259248","13.127273","","13.2","10.9","11.6","10.2","17.6","13.1","13.2","14.5","13.13","13.73","10.84","6.76","10.83","12.32","11.46","11.97","9.97","9.97"
"8/7/2019 0:00","6.71","6.66","6.04","5.94","5.92","4.524952","11.087409","","9.532871","5.29033","10","7.6","8.1","9","11.636364","9.363636","11.272727","11.9","5.8","8.4","9.58","15.48","14.06","10.18","10.18","12.51","10.52","10.88","12.52","11.97","6","5","12.27455","12.675974","10.5","15.3","13","9.94","8","7","11.659934","10.946784","9.988397","11.36184","10.509282","","8.3","10.5","12.7","9.9","15.6","11.1","9","16.8","8.48","11.68","9.65","7.33","10.58","10.7","11.65","9.8","16.13","11.42"
"8/8/2019 0:00","7.22","7.22","6.93","6.12","6.78","4.452231","4.919816","","7.622381","4.054031","10.5","9.2","8.8","9.9","9.727273","8.636364","10.363636","10.3","10.6","10.6","10.49","11.93","12.6","12.59","9.13","8.58","8.16","9.43","9.25","9.8","6","6","9.314909","8.76269","8.33","8.4","11.4","10.3","7","12","11.190689","12.778423","10.638068","20.970185","10.590524","","9.8","9","12.4","10.7","14.3","11.8","8.5","12.9","6.73","7.04","6.62","5.77","9.43","11.09","7.46","9.25","10.69","6.16"
