"Czas uśredniania","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g"
"Jednostka","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3"
"Kod stanowiska","DsLegPolarna-PM2.5-24g","DsOsieczow21-PM2.5-24g","DsWalbrzWyso-PM2.5-24g","DsWrocNaGrob-PM2.5-24g","DsZgorBohGet-PM2.5-24g","KpBydBerling-PM2.5-24g","KpGrudSienki-PM2.5-24g","KpToruDziewu-PM2.5-24g","KpWloclGniaz-PM2.5-24g","KpZielBoryTu-PM2.5-24g","LbBiaPodOrze-PM2.5-24g","LbChelPolan-PM2.5-24g","LbLubSliwins-PM2.5-24g","LbZamoHrubie-PM2.5-24g","LdLodzCzerni-PM2.5-24g","LdLodzLegion-PM2.5-24g","LdPioTrKraPr-PM2.5-24g","LuGorzPilsud-PM2.5-24g","LuZarySzyman-PM2.5-24g","LuZielKrotka-PM2.5-24g","MpBochKonfed-PM2.5-24g","MpKrakBujaka-PM2.5-24g","MpNoSaczNadb-PM2.5-24g","MpTarBitStud-PM2.5-24g","MpTrzebOsZWM-PM2.5-24g","MpZakopaSien-PM2.5-24g","MzPlocKroJad-PM2.5-24g","MzRadHallera-PM2.5-24g","MzWarKondrat-PM2.5-24g","MzWarWokalna-PM2.5-24g","OpKluczMicki-PM2.5-24g","OpOpoleOsAKr-PM2.5-24g","PdBialWarsza-PM2.5-24g","PdLomSikorsk-PM2.5-24g","PkJasloSikor-PM2.5-24g","PkKrosKletow-PM2.5-24g","PkNiskoSzkla-PM2.5-24g","PkRzeszRejta-PM2.5-24g","PmGdaPowWiel-PM2.5-24g","PmSlupKniazi-PM2.5-24g","SkBuskRokosz-PM2.5-24g","SkKielTargow-PM2.5-24g","SkKielWarsza-PM2.5-24g","SkSkarZielnaMOB-PM2.5-24g","SkStaraZlota-PM2.5-24g","SlBielSterni-PM2.5-24g","SlCzestoZana-PM2.5-24g","SlGliwicMewy-PM2.5-24g","SlGodGliniki-PM2.5-24g","SlKatoKossut-PM2.5-24g","SlKatoPlebA4-PM2.5-24g","SlTarnoLitew-PM2.5-24g","SlZlotPotLes-PM2.5-24g","SlZorySikor2-PM2.5-24g","WmElbBazynsk-PM2.5-24g","WmOlsPuszkin-PM2.5-24g","WmOstrPilsud-PM2.5-24g","WmPuszczaBor-PM2.5-24g","WpPleszAlMic-PM2.5-24g","WpPoznDabrow-PM2.5-24g","ZpKoszSpasow-PM2.5-24g","ZpMyslZaBram-PM2.5-24g","ZpSzczAndr01-PM2.5-24g","ZpSzczec1Maj-PM2.5-24g"
"8/9/2019 0:00","6.9","8.39","9.02","8.12","8.31","7.726829","2.713267","8.477299","5.785268","3.263687","8.7","12.1","10.3","12.9","11.636364","10.363636","12.545455","9.8","9.1","9.9","12.04","15.17","14.03","13.41","12.2","10.8","7.98","11.61","9.62","9.62","8","8","6.954343","7.028288","9.7","18.3","15.6","11.9","6","6","13.845215","18.138633","13.399625","11.661408","15.49429","14","13.5","11.9","14.5","12.5","18.8","13.4","10.4","17.6","6.44","5.98","6.79","3.1","12.74","11.44","6.55","7.98","6.52","6.34"
"8/10/2019 0:00","7.47","7.7","7.4","7.05","7.45","8.756457","3.347913","11.637845","9.985522","6.67524","","12.9","9","15.2","12.454545","10.545455","13.636364","9.6","7.4","9.2","12.97","13.57","14.21","12.2","9.4","12.3","10.88","14.14","11.25","12.34","7","8","8.061924","9.325461","11.3","7.02","14.2","11.7","9","9","11.697025","12.218761","9.320951","11.498776","13.477138","8.8","11.7","12.9","10.7","13.6","14.3","11.1","8.1","13.3","9.12","9.37","9.54","4.39","11.45","12.78","9.46","10.89","7.97","3.81"
"8/11/2019 0:00","8.19","7.25","8.15","5.76","6.05","6.258218","8.014093","10.454735","8.788625","4.868866","","6.2","6.1","6.7","8.909091","7.090909","10.090909","9","6.9","9.4","7.72","6.96","8.4","8.67","7.23","8.32","9.07","7.98","8.71","8.53","6","5","11.602655","11.768146","5.61","8.83","9.1","7.08","8","6","8.574781","8.82595","6.938955","7.933829","7.620399","10.4","9.3","8.1","","9.4","8.9","10.6","8.5","9.7","7.5","11.4","12.27","5.78","9.45","10.73","8.19","11.07","8.33","9.97"
"8/12/2019 0:00","8.32","6.48","7.71","7.99","7.69","10.277027","10.74877","10.517643","11.098295","6.721751","","11.7","12.6","12.5","14.636364","13.909091","14.545455","12.5","9","9.5","14.72","15.63","21.33","16.54","13.3","22.35","11.97","11.79","12.7","13.43","8","9","11.602613","13.575137","19.5","17.7","17.4","16.4","10","7","13.72012","13.861515","11.549303","13.201499","14.89118","15.2","12.4","14.8","","14.6","15.9","11.5","10.1","14.4","9.67","14.8","13.96","8.24","15.75","12.86","11.29","12.52","8.52","10.52"
"8/13/2019 0:00","5.87","6.12","6.06","7.76","6.57","10.185492","11.558971","11.104962","7.785329","7.063935","","9.1","10.7","9.5","11.181818","16","13.818182","10.2","7.2","8.4","10.29","11.53","9.6","10.36","6.81","7.1","10.52","11.42","11.25","11.61","7","5","13.100651","13.212091","4.62","7.7","9.43","8.67","9","6","9.639511","12.812164","10.94469","11.814996","11.527063","12.1","11.3","12.3","6.8","9.5","13","8.5","9.9","10","8.31","10.01","9.75","6.76","9.02","8.75","9.1","7.98","6.52","8.16"
"8/14/2019 0:00","8.67","7.54","6.04","8.48","8.21","6.767357","6.48949","6.671878","6.892714","3.522709","","8","10.1","6.8","9.909091","14.727273","11.181818","9.4","6.2","7.6","11","10.82","11.06","8.52","8.2","7.36","7.27","10.52","10.34","9.43","7","6","11.647965","12.34967","4.09","7.3","6.27","5.47","6","5","9.505154","11.478487","8.843313","7.202452","11.154748","9.9","12.5","9.7","9.6","14.1","12.3","10.6","8.4","9.3","6.38","6.24","7.02","3.89","10.9","8.5","6.37","7.62","6.34","8.52"
"8/15/2019 0:00","7.9","7.36","6.78","7.93","6.96","8.413609","8.298889","9.555876","9.403385","4.986538","","7.2","7.6","6.8","9.909091","16.454545","10.454545","10.1","7.2","6.9","11.18","10.46","11.58","10.77","9.27","12.08","9.43","9.43","11.79","9.62","7","7","7.69883","6.80114","6.56","6.68","9.04","6.18","7","5","11.056535","12.805495","8.289148","7.888642","11.027674","10.8","17.3","10.3","12.3","16","16.7","10.9","11.7","12.8","7.58","7.96","7.48","4.15","10.11","8.99","8.91","9.62","7.43","8.34"
"8/16/2019 0:00","7.56","6.82","7.59","7.46","6.8","7.653283","8.811986","11.455494","10.676124","8.980543","","10.8","9.3","11.5","9.090909","14.181818","11.181818","8.9","9.2","6.5","10.55","12.24","13.13","10.58","11.02","13.61","11.99","12.88","13.61","12.34","8","6","11.938569","12.176872","10.1","12.6","13.3","9.04","8","6","12.067397","14.61888","15.16545","13.244734","14.672994","9.6","14.2","10.9","11","15.1","17.8","14","9.8","10.8","10.72","13.61","11.32","7.96","9.99","8.87","7.1","8.16","7.07","9.43"
"8/17/2019 0:00","7.95","7.62","6.72","6.36","7.26","9.118723","10.709519","9.434132","9.350028","8.375093","","16.4","14.2","16.2","9.545455","12.090909","12.363636","10.9","7","7.3","9.91","11.84","14.15","11.09","9.47","10.66","9.61","15.23","12.52","11.43","6","6","17.022582","17.007544","11.5","14.3","18.5","12.9","10","6","12.661883","16.631443","13.796352","14.666886","17.072417","9.1","15.2","9.5","9.8","14.5","16","13.9","8.6","13.7","9.89","13.11","11.18","9.64","9.71","10.39","8.01","12.7","","11.24"
"8/18/2019 0:00","7.06","6.27","7.77","7.22","6.52","10.114517","10.2306","10.188944","8.512264","10.529531","","11.5","11","10.2","7","12.909091","10.363636","7.7","5.8","6.4","9.23","11.37","13.02","9.33","6.79","9.58","9.97","11.24","12.7","9.8","7","7","14.716724","13.657034","11.6","11.9","12.3","9.34","11","7","9.27828","11.668285","8.99623","10.822159","11.003401","12.7","13.2","11.3","11.1","14.8","17","13.6","9.1","10.2","10.33","12.13","11.06","10.44","9.96","7.59","8.37","6.35","","9.79"
"8/19/2019 0:00","5.68","5.43","6.03","5.22","6.38","5.700295","8.413891","6.0735","6.876053","6.721964","","10.9","9","10.5","9.636364","13.636364","9.545455","6.2","5.5","6","12.46","13.06","15.56","10.84","10.11","14.81","7.62","10.88","9.98","6.71","5","6","10.48593","10.660342","10.8","9.92","12.7","9.62","5","5","10.450075","11.451684","10.872959","9.432293","12.012367","11.2","12.5","11.4","15.8","16.5","17.1","16.9","11","13.5","7.92","8.94","9.17","6.87","9.57","6.1","6.92","8.53","6.89","7.79"
"8/20/2019 0:00","8.94","6.7","8.19","7.16","7.78","9.984445","9.629696","8.778292","10.275287","9.147976","","8","7.6","8.8","8.454545","14.454545","6.090909","12.4","7.1","8.6","8.6","10.69","16.65","9.91","8.85","20.95","11.06","9.43","9.25","8.35","7","7","9.169481","9.68899","15.4","19.9","9.13","12.4","8","7","7.472196","6.136309","8.435694","9.197432","10.030191","14.4","9.4","14.2","15.1","16.1","15.7","13.2","10","10.1","9.46","11.94","10.69","5.52","14.59","10.5","10.01","17.05","6.16","11.96"
"8/21/2019 0:00","9.43","8.64","5.47","4.98","10.02","7.200036","10.209438","7.933753","8.149099","9.088467","9.2","13.3","9.4","12.5","7.090909","13.181818","9.727273","8.6","9.7","9.7","10.15","9.73","12.81","10.27","7.29","9.95","9.97","8.52","7.62","6.35","5","6","7.426399","6.356009","10.9","13.5","10.6","11.3","7","6","8.870672","8.09463","8.238689","9.756723","9.39108","9.7","9","10.4","8.2","14.6","12.3","9.9","8.4","7.7","7.39","7.16","9.36","5","9.92","8.1","8.01","9.07","8.47","9.24"
"8/22/2019 0:00","12.65","10.25","9.52","8.38","12.13","12.428158","10.719802","12.289915","12.406722","8.961144","8.8","8.2","7","7","7.909091","12.363636","9.636364","12.2","11.4","8.7","9.22","9.4","9.62","9.13","7.12","7.12","10.34","10.7","9.8","8.53","8","8","10.349786","9.552816","5.99","6.88","10","6.88","7","7","8.717483","11.478632","7.827725","10.388818","11.382025","12.7","11.5","12.2","11.5","11","12.5","8.9","9.2","9.2","7.16","8.07","9.34","4.32","12.63","11.4","9.64","12.88","10.81","9.6"
"8/23/2019 0:00","13.65","11.7","12.11","11.78","13.62","12.063228","12.194569","15.014214","13.610963","12.714192","10.3","11.1","8.9","12.6","9.545455","10.545455","9.909091","13.9","13.1","11.7","13.95","14.04","16.38","16.89","11.69","12.59","11.06","11.24","10.7","8.16","10","15","12.637657","12.294896","9.12","10.8","9.99","10.2","11","10","10.350921","11.451394","8.181843","12.311136","9.563462","14.6","12.6","15.4","15.5","12.1","12.5","11.2","9.8","14.9","10.65","13.02","11.11","5.72","15.06","12.11","13.46","15.97","12.25","14.31"
"8/24/2019 0:00","14.05","14.44","16.03","13.24","16.84","12.262771","15.240572","14.199179","14.371188","13.169334","12.2","13.4","11.2","13.1","11.545455","10.909091","8.454545","12.6","13.6","12.4","16.76","15.76","22.35","14.57","12.17","18.91","11.6","14.51","12.52","11.25","12","14","14.889085","14.81047","13.1","12.7","11.9","11.3","14","13","11.650068","12.70593","9.474721","13.619994","12.563408","22.4","12.5","16.2","18.9","12.2","14.1","16.1","11.2","19.8","11.29","15.51","13.73","8.17","13.64","11.07","14.73","13.97","15.13","15.58"
"8/25/2019 0:00","14.8","15.93","17.96","13.04","17.9","10.673517","13.500422","9.927741","11.132414","11.592593","11.3","11.1","9.9","13.2","12","11.272727","8.272727","11.3","12","10.7","19.58","18.36","20.46","16.74","15.59","17.29","10.7","12.51","10.89","10.7","11","15","14.044867","12.340432","14.2","16.9","14.9","14.6","10","11","16.379329","13.274879","11.80286","12.518954","12.622542","18.7","12.7","18.4","21.3","17.1","17.6","18.2","14.1","21.2","11","13.8","12.38","8.41","14.62","12.26","12.18","13.43","12.79","11.78"
"8/26/2019 0:00","19","15.15","16.65","14.39","17.83","12.899071","9.576454","13.872879","13.06129","11.059895","12.6","14","13","17.4","16.090909","16.636364","9.363636","18.3","15","14.9","17.12","19.14","21.82","16.63","16.19","15.59","14.51","18.31","13.24","11.84","14","18","14.317179","13.421064","11.3","13.5","20.1","15.1","10","11","17.88615","19.321012","15.060159","17.916747","17.086789","17.5","16.4","23.2","17.3","19.1","19.5","18.8","16.2","15.7","10.12","14.63","13.48","8.57","18.22","17.39","13.82","19.23","20.53","17.94"
"8/27/2019 0:00","15.3","16.09","14.73","13.62","16.78","17.368775","15.985702","19.04298","17.702689","14.298023","13.5","15.8","16.5","22.8","18.363636","19.909091","20.272727","22.5","14.7","14.8","17.6","20.67","20.33","17.14","20.58","18.14","18.13","23.03","16.15","16.87","14","17","14.226495","15.718473","13","16.3","23.6","17","13","14","21.423673","24.654236","20.266112","22.745448","23.599571","16.5","21.8","23.8","17","19.9","22.1","20.7","15.2","16.4","13.02","17.62","15.19","9.81","22.7","20.17","19.64","","23.23","25.18"
"8/28/2019 0:00","20.26","18.1","18.52","20","20.69","18.147737","17.59422","24.192247","20.463773","14.401536","14.7","18.5","19.6","24.6","18.818182","21.181818","19.090909","16.8","16.9","16.2","17.18","18.69","19.56","17.7","14.85","21.04","18.5","23.21","17.6","17.33","18","21","11.68447","14.365337","15.7","18.7","23.6","19.6","16","14","21.143729","21.577163","17.631783","20.570523","22.590088","16.9","18.8","19.2","19.4","17.5","23","21","17.3","23.4","15.15","19.14","16.61","10.75","24.59","19.75","19.46","","18.73","19.21"
"8/29/2019 0:00","16.35","16.88","16.91","17.57","18.19","14.83607","18.463232","21.298667","23.66074","9.138944","18.4","18.5","19.7","19","18.636364","20.454545","17.818182","13.7","15.1","15.1","24.99","20.2","18.56","19.16","16.98","19.91","17.95","24.48","21.77","23.1","17","19","17.33129","19.087158","15.4","18.1","22.2","16.8","12","12","22.696262","22.452199","19.030483","20.732956","21.718182","19.1","19.2","24","22.8","21.5","25.8","22.5","21.3","23.5","13.67","19.67","17.27","15.14","20.53","18.79","16.01","","12.63","11.24"
"8/30/2019 0:00","18.88","15.87","15.96","14.21","16.97","11.940061","12.833789","12.932076","12.878253","10.679697","19.9","18.1","16.6","20.6","17.727273","17","19.181818","15.8","17.9","16.4","20.87","20.62","6.43","12.42","15.81","17.63","16.5","16.87","16.69","18.87","13","15","15.03429","13.54829","14.2","18.3","19.4","17.1","9","8","16.487503","18.472362","14.581363","16.788678","20.773105","19.5","16","12.3","","18.3","22.5","18.4","14","14.5","11.5","12.51","11.81","10.15","18.45","16.66","10.74","13.97","13.69","12.51"
"8/31/2019 0:00","17.52","18.04","18.55","20.13","18.15","15.413087","11.508282","9.834815","13.0796","12.257508","13.9","15.7","12.8","14.4","14.363636","13.454545","10.818182","14.2","16.4","16.2","17.52","18.94","19.4","17.87","15.23","16.17","12.69","17.23","10.52","10.52","11","16","13.182312","11.341369","15.8","19.5","14.8","16.7","9","11","15.901092","15.882613","13.21023","16.625719","16.345752","21.5","15.7","22.5","18.8","17.2","20.3","18.2","15.3","19.6","9.32","14.19","11.07","6.34","18.19","16.37","15.46","17.78","16.39","14.31"
"9/1/2019 0:00","16.37","16.28","13.66","16.39","18.18","11.795205","12.486366","12.368755","14.00629","13.294456","13.8","13.8","13.9","15.5","14.090909","16","15.363636","14.6","15.6","14.7","18.91","20.04","22.11","18.29","18.65","19.22","16.32","17.05","13.24","12.88","15","17","13.481959","12.331509","16.4","20.3","22.9","17.5","15","13","20.313648","18.5362","17.604808","21.98679","20.352115","19.1","18.1","22.1","20","19","25","16.9","20.3","19.2","14.29","15.4","13.99","9.07","19.21","17.56","16.37","5.45","13.87","15.22"
"9/2/2019 0:00","5.91","6.98","5.2","4.91","6.48","5.916368","11.039441","7.479177","6.910787","4.579923","13.8","17.4","15","17.9","11.181818","12.909091","11.181818","6.1","6.7","7.4","15.85","12.93","13.72","13.19","7.8","15.45","10.7","13.42","4.17","12.16","6","6","11.239587","8.563168","11.2","13.5","15.5","10.7","6","4","13.013055","13.211136","","12.690378","13.444675","13.1","12","10.7","","9.8","12.7","10.1","9.3","8.6","6.13","7.43","7.47","7.39","8.46","7.76","4.73","3.64","4.5","4.9"
"9/3/2019 0:00","7.43","8.23","6.27","6.83","8.7","6.60398","2.505472","8.704021","9.719164","5.619395","6.8","4.8","5.8","5.2","11.636364","8.454545","9.090909","11.2","7.3","8.2","5.88","9.34","6.68","6.68","7.43","6.05","6.89","6.17","5.99","5.81","6","7","5.8649","5.402892","3.49","6.08","5.47","4.28","4","5","4.683574","6.028141","13.657914","6.552666","7.672867","11","11.3","11.3","10.6","12.5","16.1","11.5","10","8.4","5.77","4.58","5.7","2.55","10.05","10.1","6.92","7.99","5.59","5.08"
"9/4/2019 0:00","10.94","10.39","7.19","9","10.21","10.299109","5.888905","5.142061","9.712711","6.223507","12.1","9","8.1","10.5","11.272727","18.454545","14.272727","11.2","7.9","9.4","9.02","11.86","12.08","10.38","10.73","9.91","8.52","12.87","9.98","9.43","9","9","10.222647","11.221347","7.95","9.53","13.6","7.18","6","5","10.044002","13.193374","12.182261","10.280303","11.718395","11.5","10.5","12.5","12.3","11.9","20.8","12.1","9.4","13.7","7.33","7.58","7.59","4.72","10.72","11.3","8","10.89","8.29","7.79"
"9/5/2019 0:00","9.12","8.92","5.91","8.15","7.22","10.151605","8.254171","10.772761","9.604645","7.716726","10","14.9","11.4","19.4","8.545455","17.545455","11.363636","10.9","6.4","8.1","10.86","14.43","13.33","12.13","9.02","11.49","10.34","12.33","10.52","11.07","9","10","13.382092","12.549376","9.26","11.1","16.3","11","7","6","10.621574","9.57462","11.109091","9.395714","10.554354","12.1","11.4","13.5","14.4","11.3","13.8","9.6","8.5","13.3","10.04","12.93","10.46","9.29","11.03","7.88","8.19","8.35","6.67","7.61"
"9/6/2019 0:00","6.85","6.21","4.64","5.67","7.82","5.843129","6.179471","7.425149","13.590862","3.998094","9.9","12.1","8.1","12.2","11.636364","18","9","9.4","7.7","6.8","10.62","10.2","13.44","10.44","7.03","13.86","7.25","0.91","4.72","7.26","9","6","10.404202","7.546039","10.2","13.8","13","11.4","7","5","9.575","8.933921","8.054985","6.62486","8.818502","11.6","10.3","10.7","13.4","9.4","10.3","8.6","10.4","10.6","6.45","6.52","6.03","3.88","8.36","9.09","5.82","8.35","5.58","5.62"
"9/7/2019 0:00","8.12","8.93","5.27","9.75","11.04","10.18621","15.880039","9.75071","10.734162","7.611323","13.1","15.9","14","21.8","18.454545","20.363636","13.454545","9.4","8.6","8.9","16.79","17.05","15.96","16.67","12.95","20.58","10.7","14.51","11.07","13.43","10","14","9.242127","9.262135","14.4","18.6","17.9","16.4","8","5","14.854121","13.752874","13.95556","12.428179","16.446053","17.8","11.1","14.9","21.3","12.4","15.2","11.9","13","16.4","6.65","8.82","8.03","5.64","23.65","12.51","7.46","10.89","8.11","9.06"
"9/8/2019 0:00","8.02","","5.27","5.1","10.1","4.071094","8.389804","9.239146","12.808523","6.687731","14.6","18.1","13.8","19.6","13.454545","16.454545","19","5.5","7.5","8.1","10.58","8.82","12.15","13.42","6.74","11.53","14.32","9.61","11.43","13.79","12","10","14.262836","14.836445","10.6","12.9","14.6","12.2","8","3","8.528003","8.284227","9.037185","7.762195","9.218685","14.7","11.9","14.5","14.7","11.4","12.5","10.9","10.8","10.8","8.02","8.62","9.53","11.62","15.19","8.27","4.73","7.26","6.85","4.53"
"9/9/2019 0:00","7.67","","4.33","5.38","4.68","14.020577","12.327923","15.274967","9.751955","9.899404","15.2","18.4","14.4","17.1","8.454545","17.636364","11.727273","7.9","6.4","7.9","11.58","10.31","12.22","9.65","7.91","13.32","12.69","12.51","8.89","13.61","7","7","23.604819","15.936783","8.84","9.83","15.2","10.3","12","9","10.639719","9.899561","10.419129","10.740576","","14.3","10.9","12.1","9.9","10.5","14","11","9.2","8.5","13.11","16.85","13.71","13.13","17.3","18.95","11.28","14.51","12.25","17.94"
"9/10/2019 0:00","8.7","7.53","7.36","5.67","9.14","8.900322","","7.557305","8.095737","4.701317","6.4","8.3","5.8","8.1","14.272727","15.727273","10.363636","7.7","8.1","5.9","5.45","6.63","8.96","5.59","5.66","8.52","5.44","5.98","6.17","5.99","6","6","10.122836","8.744926","6.02","5.26","6.84","6.84","5","3","4.800959","5.324256","5.682335","6.832537","6.32025","11","9.4","10.9","10.2","10.9","13.4","11.2","10.1","8.1","6.73","8.98","7.97","8.05","9.97","9.11","3.62","6.53","4.87","5.26"
"9/11/2019 0:00","11.57","10.45","7.91","8.18","10.07","9.423656","","11.617924","12.932069","4.544247","11.8","17.5","14.4","17.2","14.363636","25.454545","16.272727","12","12.8","10.5","12.53","14.97","13.59","15.23","7.16","9.22","11.42","12.51","11.07","10.16","9","12","15.297794","14.872278","10.6","12.4","10.9","11.1","8","6","9.087644","11.442598","7.636502","8.95357","13.604452","10.1","18.4","17.4","14.4","12.8","20.8","15.5","8.9","12.5","9.22","11.8","12.67","7.33","13.71","15.71","10.09","12.34","7.75","9.79"
"9/12/2019 0:00","9.17","9.14","9.06","10.91","9.47","12.084024","","11.317821","10.262494","5.587262","12.8","17.2","15.4","15","10.909091","21.454545","18.727273","9.5","8.8","9.5","15.14","18.32","16.81","19.85","12.84","11.31","11.79","13.6","13.26","13.61","11","14","13.681667","14.074992","11.7","15.8","14.6","13.7","6","10","12.390467","15.43143","13.891667","10.95745","12.258557","11.6","21","15.6","14.6","16","22.3","12","10.5","13.6","10.57","11.62","12.7","10.1","16.53","13.72","9.62","9.8","6.67","8.16"
"9/13/2019 0:00","6.24","7.67","5.2","6.64","7.27","7.164179","","9.524481","5.020446","3.388724","9.8","13.4","11.2","14.3","8.090909","19.727273","11.909091","8.2","7.9","7.4","11.37","14.86","15.83","13.26","11.26","11.24","7.98","10.7","7.62","9.8","8","8","10.831079","12.067951","11","15.6","13.9","12.7","5","7","12.128738","11.957081","14.173758","8.39382","11.192944","10.7","12.3","21.1","11.3","12","16.9","11.1","9.8","10.7","8.73","8.33","11.47","6.12","10.78","9.5","11.8","8.35","6.31","6.71"
"9/14/2019 0:00","8.26","7.4","6.1","9.59","10.65","6.077983","","7.30814","9.457021","0.901555","5.8","6.2","6.8","8.8","","18.090909","11.818182","12","7.6","8.2","9.56","10.8","10.93","10.35","5.7","10.93","5.08","8.34","4.54","6.89","19","8","5.274769","7.981694","8.54","11.5","7.42","8.35","3","4","10.233586","9.93555","8.15499","7.06717","9.291247","10.6","13.8","8.3","12.1","9.8","10.8","7.6","8.7","10.3","5.95","5.38","5.78","2.77","11.87","13.03","6.53","11.07","5.77","5.08"
"9/15/2019 0:00","8.95","9.28","7.52","10.33","8.68","7.816401","","5.849829","7.622728","4.292805","7.7","8.3","7.8","8.5","","21.090909","13.545455","9.8","9.3","8.3","8.91","12.77","12.09","9.78","7.91","9.2","7.98","9.25","6.71","5.44","10","10","8.488548","9.951008","7.78","9.17","9.76","6.73","3","5","11.451973","12.18295","10.800982","7.66269","9.190742","9.5","13.1","14.6","14.5","11.9","12.8","9.7","10.4","11.3","8.17","7.75","8.73","5.52","10.36","14.02","6.72","8.71","4.68","5.26"
"9/16/2019 0:00","6.49","6.76","4.57","6.36","6.37","7.778694","","6.229537","9.821825","2.478781","7.6","9","8.1","10.5","","28.545455","11.272727","8.1","5.9","7","10.16","13.48","11.49","10.77","7.85","11.13","7.62","9.97","5.99","4.17","7","7","8.479531","9.235061","7.65","9.97","9.52","6.27","4","4","9.484549","10.044111","9.118513","8.655735","18.363636","12.7","11.4","9.4","","10.7","15.3","8.7","9.1","10.8","","6.92","8.27","4.66","10.53","15.99","8.35","9.98","6.31","5.98"
"9/17/2019 0:00","6.1","5.85","3.67","7.36","7.52","4.252047","","5.386693","4.512545","1.806788","6.8","7.9","6.3","","5.454545","20.181818","9.818182","5.7","7.2","6.8","7.29","8.94","7.67","8.11","6.17","7.1","6.53","7.44","4.72","7.08","6","6","4.548475","8.85335","5.9","6.74","8.08","5.15","3","2","8.464573","7.842139","8.636364","5.821657","7.129865","6.6","12.1","10.5","","8.2","11.5","10.3","9.6","10.7","","3.6","5.91","3.55","8.9","7.94","4","5.62","4.33","3.08"
"9/18/2019 0:00","4.58","5.3","4.75","4.53","6.57","3.346944","","2.287355","6.822677","0.25","4.8","5.4","3.9","","4.727273","6.818182","7.363636","5.4","5.2","5.5","6.08","8.12","8.4","6.03","6.27","9.54","3.99","4.17","3.63","4.72","2.5","2.5","2.278773","4.467659","4.3","6.41","5.62","3.99","1","4","6.434368","6.831439","5.02773","3.745704","4.30133","8","11.2","8.6","10.2","9.5","10.5","10.4","10.1","10.6","","1.86","3.47","1.92","8.4","6.85","4","5.08","4.32","3.81"
"9/19/2019 0:00","5.09","6.9","8.98","6.02","7.35","6.114449","4.892821","4.095004","7.896096","0.682542","9.4","8.6","5.8","8.4","10.272727","11.090909","7.818182","4.1","5.5","5.5","7.19","10.56","9.38","9.05","11.33","7.74","6.71","4.17","5.44","6.89","6","6","2.896098","6.49241","","8.57","7.08","4.64","2","6","6.434879","8.311674","7.490909","4.66636","5.210607","8.7","9.1","9.7","12.5","12.2","14.4","9.5","10.2","13.9","5.49","3.58","5.05","1.54","14.3","8.44","4.55","5.08","4.87","4.89"
"9/20/2019 0:00","6.75","10.35","10.6","7.75","11.12","6.782751","7.744958","6.469198","7.368506","0.926576","19.6","9.5","10.7","10.1","11","13.545455","12","6.4","9.1","7.5","13.93","15.37","13.92","15.36","24.17","13.81","7.25","10.15","7.8","9.8","9","9","8.297926","15.664132","","10.8","9.82","8.47","1","7","10.893698","13.879964","10.509473","10.532947","10.282192","19.3","15.5","14.7","27.2","10.3","18.7","13","11.6","23","6.44","","6.45","2.03","14.06","8.72","6.73","4.9","3.96","3.81"
