"","year","month","day","loc","type","value"
"12840","2017","03","06","Warszawa","PM2,5",16.87
"12841","2017","03","07","Warszawa","PM2,5",23.04
"12842","2017","03","08","Warszawa","PM2,5",26.31
"12843","2017","03","09","Warszawa","PM2,5",50.44
"12844","2017","03","10","Warszawa","PM2,5",66.58
"12845","2017","03","11","Warszawa","PM2,5",21.95
"12846","2017","03","12","Warszawa","PM2,5",13.97
"12847","2017","03","13","Warszawa","PM2,5",20.14
"12848","2017","03","14","Warszawa","PM2,5",33.2
"12849","2017","03","15","Warszawa","PM2,5",29.57
"12850","2017","03","16","Warszawa","PM2,5",12.88
"12851","2017","03","17","Warszawa","PM2,5",25.22
"12852","2017","03","18","Warszawa","PM2,5",15.78
"12853","2017","03","19","Warszawa","PM2,5",7.62
"12854","2017","03","20","Warszawa","PM2,5",23.04
"12855","2017","03","21","Warszawa","PM2,5",24.67
"12856","2017","03","22","Warszawa","PM2,5",14.7
"12857","2017","03","23","Warszawa","PM2,5",24.31
"12858","2017","03","24","Warszawa","PM2,5",12.52
"12859","2017","03","25","Warszawa","PM2,5",35.74
"12860","2017","03","26","Warszawa","PM2,5",11.43
"12861","2017","03","27","Warszawa","PM2,5",22.13
"12862","2017","03","28","Warszawa","PM2,5",30.84
"12863","2017","03","29","Warszawa","PM2,5",39.01
"12864","2017","03","30","Warszawa","PM2,5",18.51
"12865","2017","03","31","Warszawa","PM2,5",26.13
"12866","2017","04","01","Warszawa","PM2,5",22.13
"12867","2017","04","02","Warszawa","PM2,5",30.48
"12868","2017","04","03","Warszawa","PM2,5",17.24
"12869","2017","04","04","Warszawa","PM2,5",11.79
"12870","2017","04","05","Warszawa","PM2,5",21.23
"12871","2017","04","06","Warszawa","PM2,5",8.71
"12872","2017","04","07","Warszawa","PM2,5",15.24
"12873","2017","04","08","Warszawa","PM2,5",14.51
"12874","2017","04","09","Warszawa","PM2,5",26.31
"12875","2017","04","10","Warszawa","PM2,5",22.13
"12876","2017","04","11","Warszawa","PM2,5",13.06
"12877","2017","04","12","Warszawa","PM2,5",20.32
"12878","2017","04","13","Warszawa","PM2,5",13.24
"12879","2017","04","14","Warszawa","PM2,5",10.34
"12880","2017","04","15","Warszawa","PM2,5",16.33
"12881","2017","04","16","Warszawa","PM2,5",6.17
"12882","2017","04","17","Warszawa","PM2,5",9.43
"12883","2017","04","18","Warszawa","PM2,5",7.62
"12884","2017","04","19","Warszawa","PM2,5",8.53
"12885","2017","04","20","Warszawa","PM2,5",9.8
"12886","2017","04","21","Warszawa","PM2,5",25.22
"12887","2017","04","22","Warszawa","PM2,5",11.43
"12888","2017","04","23","Warszawa","PM2,5",8.53
"12889","2017","04","24","Warszawa","PM2,5",11.07
"12890","2017","04","25","Warszawa","PM2,5",17.78
"12891","2017","04","26","Warszawa","PM2,5",12.7
"12892","2017","04","27","Warszawa","PM2,5",18.87
"12893","2017","04","28","Warszawa","PM2,5",13.43
"12894","2017","04","29","Warszawa","PM2,5",11.25
"12895","2017","04","30","Warszawa","PM2,5",14.15
"12896","2017","05","01","Warszawa","PM2,5",8.35
"12897","2017","05","02","Warszawa","PM2,5",7.44
"12898","2017","05","03","Warszawa","PM2,5",10.52
"12899","2017","05","04","Warszawa","PM2,5",11.97
"12900","2017","05","05","Warszawa","PM2,5",14.15
"12901","2017","05","06","Warszawa","PM2,5",17.96
"12902","2017","05","07","Warszawa","PM2,5",23.59
"12903","2017","05","08","Warszawa","PM2,5",9.8
"12904","2017","05","09","Warszawa","PM2,5",6.89
"12905","2017","05","10","Warszawa","PM2,5",17.42
"12906","2017","05","11","Warszawa","PM2,5",16.15
"12907","2017","05","12","Warszawa","PM2,5",16.33
"12908","2017","05","13","Warszawa","PM2,5",15.6
"12909","2017","05","14","Warszawa","PM2,5",21.95
"12910","2017","05","15","Warszawa","PM2,5",15.42
"12911","2017","05","16","Warszawa","PM2,5",11.61
"12912","2017","05","17","Warszawa","PM2,5",11.43
"12913","2017","05","18","Warszawa","PM2,5",14.51
"12914","2017","05","19","Warszawa","PM2,5",17.24
"12915","2017","05","20","Warszawa","PM2,5",24.49
"12916","2017","05","21","Warszawa","PM2,5",21.95
"12917","2017","05","22","Warszawa","PM2,5",12.52
"12918","2017","05","23","Warszawa","PM2,5",20.14
"12919","2017","05","24","Warszawa","PM2,5",18.14
"12920","2017","05","25","Warszawa","PM2,5",12.16
"12921","2017","05","26","Warszawa","PM2,5",14.33
"12922","2017","05","27","Warszawa","PM2,5",9.62
"12923","2017","05","28","Warszawa","PM2,5",13.79
"12924","2017","05","29","Warszawa","PM2,5",16.15
"12925","2017","05","30","Warszawa","PM2,5",13.79
"12926","2017","05","31","Warszawa","PM2,5",14.51
"12927","2017","06","01","Warszawa","PM2,5",9.43
"12928","2017","06","02","Warszawa","PM2,5",10.52
"12929","2017","06","03","Warszawa","PM2,5",7.8
"12930","2017","06","04","Warszawa","PM2,5",12.7
"12931","2017","06","05","Warszawa","PM2,5",10.89
"12932","2017","06","06","Warszawa","PM2,5",13.97
"12933","2017","06","07","Warszawa","PM2,5",8.71
"12934","2017","06","08","Warszawa","PM2,5",10.89
"12935","2017","06","09","Warszawa","PM2,5",13.61
"12936","2017","06","10","Warszawa","PM2,5",7.98
"12937","2017","06","11","Warszawa","PM2,5",8.89
"12938","2017","06","12","Warszawa","PM2,5",12.88
"12939","2017","06","13","Warszawa","PM2,5",8.89
"12940","2017","06","14","Warszawa","PM2,5",7.98
"12941","2017","06","15","Warszawa","PM2,5",9.98
"12942","2017","06","16","Warszawa","PM2,5",13.24
"12943","2017","06","17","Warszawa","PM2,5",NA
"12944","2017","06","18","Warszawa","PM2,5",9.43
"12945","2017","06","19","Warszawa","PM2,5",10.7
"12946","2017","06","20","Warszawa","PM2,5",14.51
"12947","2017","06","21","Warszawa","PM2,5",2.72
"12948","2017","06","22","Warszawa","PM2,5",11.61
"12949","2017","06","23","Warszawa","PM2,5",NA
"12950","2017","06","24","Warszawa","PM2,5",9.98
"12951","2017","06","25","Warszawa","PM2,5",10.89
"12952","2017","06","26","Warszawa","PM2,5",10.89
"12953","2017","06","27","Warszawa","PM2,5",10.7
"12954","2017","06","28","Warszawa","PM2,5",12.52
"12955","2017","06","29","Warszawa","PM2,5",11.97
"12956","2017","06","30","Warszawa","PM2,5",7.62
"12957","2017","07","01","Warszawa","PM2,5",7.8
"12958","2017","07","02","Warszawa","PM2,5",7.26
"12959","2017","07","03","Warszawa","PM2,5",6.71
"12960","2017","07","04","Warszawa","PM2,5",8.35
"12961","2017","07","05","Warszawa","PM2,5",8.35
"12962","2017","07","06","Warszawa","PM2,5",8.89
"12963","2017","07","07","Warszawa","PM2,5",15.06
"12964","2017","07","08","Warszawa","PM2,5",12.16
"12965","2017","07","09","Warszawa","PM2,5",10.89
"12966","2017","07","10","Warszawa","PM2,5",15.42
"12967","2017","07","11","Warszawa","PM2,5",13.43
"12968","2017","07","12","Warszawa","PM2,5",13.06
"12969","2017","07","13","Warszawa","PM2,5",7.62
"12970","2017","07","14","Warszawa","PM2,5",8.35
"12971","2017","07","15","Warszawa","PM2,5",11.07
"12972","2017","07","16","Warszawa","PM2,5",10.52
"12973","2017","07","17","Warszawa","PM2,5",11.97
"12974","2017","07","18","Warszawa","PM2,5",10.26
"12975","2017","07","19","Warszawa","PM2,5",17.78
"12976","2017","07","20","Warszawa","PM2,5",14.51
"12977","2017","07","21","Warszawa","PM2,5",20.68
"12978","2017","07","22","Warszawa","PM2,5",14.7
"12979","2017","07","23","Warszawa","PM2,5",13.97
"12980","2017","07","24","Warszawa","PM2,5",12.7
"12981","2017","07","25","Warszawa","PM2,5",10.52
"12982","2017","07","26","Warszawa","PM2,5",9.8
"12983","2017","07","27","Warszawa","PM2,5",10.89
"12984","2017","07","28","Warszawa","PM2,5",11.07
"12985","2017","07","29","Warszawa","PM2,5",12.16
"12986","2017","07","30","Warszawa","PM2,5",15.97
"12987","2017","07","31","Warszawa","PM2,5",17.42
"12988","2017","08","01","Warszawa","PM2,5",19.22
"12989","2017","08","02","Warszawa","PM2,5",17.78
"12990","2017","08","03","Warszawa","PM2,5",18.32
"12991","2017","08","04","Warszawa","PM2,5",15.97
"12992","2017","08","05","Warszawa","PM2,5",14.51
"12993","2017","08","06","Warszawa","PM2,5",13.97
"12994","2017","08","07","Warszawa","PM2,5",8.89
"12995","2017","08","08","Warszawa","PM2,5",13.24
"12996","2017","08","09","Warszawa","PM2,5",15.42
"12997","2017","08","10","Warszawa","PM2,5",20.5
"12998","2017","08","11","Warszawa","PM2,5",22.68
"12999","2017","08","12","Warszawa","PM2,5",16.51
"13000","2017","08","13","Warszawa","PM2,5",10.34
"13001","2017","08","14","Warszawa","PM2,5",10.7
"13002","2017","08","15","Warszawa","PM2,5",10.89
"13003","2017","08","16","Warszawa","PM2,5",15.78
"13004","2017","08","17","Warszawa","PM2,5",13.43
"13005","2017","08","18","Warszawa","PM2,5",18.32
"13006","2017","08","19","Warszawa","PM2,5",NA
"13007","2017","08","20","Warszawa","PM2,5",NA
"13008","2017","08","21","Warszawa","PM2,5",6.35
"13009","2017","08","22","Warszawa","PM2,5",7.98
"13010","2017","08","23","Warszawa","PM2,5",10.16
"13011","2017","08","24","Warszawa","PM2,5",11.61
"13012","2017","08","25","Warszawa","PM2,5",20.14
"13013","2017","08","26","Warszawa","PM2,5",16.69
"13014","2017","08","27","Warszawa","PM2,5",18.32
"13015","2017","08","28","Warszawa","PM2,5",9.25
"13016","2017","08","29","Warszawa","PM2,5",13.43
"13017","2017","08","30","Warszawa","PM2,5",19.23
"13018","2017","08","31","Warszawa","PM2,5",23.59
"13019","2017","09","01","Warszawa","PM2,5",18.14
"13020","2017","09","02","Warszawa","PM2,5",6.89
"13021","2017","09","03","Warszawa","PM2,5",7.98
"13022","2017","09","04","Warszawa","PM2,5",7.98
"13023","2017","09","05","Warszawa","PM2,5",7.26
"13024","2017","09","06","Warszawa","PM2,5",7.98
"13025","2017","09","07","Warszawa","PM2,5",6.71
"13026","2017","09","08","Warszawa","PM2,5",10.16
"13027","2017","09","09","Warszawa","PM2,5",14.33
"13028","2017","09","10","Warszawa","PM2,5",17.24
"13029","2017","09","11","Warszawa","PM2,5",19.96
"13030","2017","09","12","Warszawa","PM2,5",10.7
"13031","2017","09","13","Warszawa","PM2,5",8.53
"13032","2017","09","14","Warszawa","PM2,5",6.71
"13033","2017","09","15","Warszawa","PM2,5",7.8
"13034","2017","09","16","Warszawa","PM2,5",14.33
"13035","2017","09","17","Warszawa","PM2,5",22.68
"13036","2017","09","18","Warszawa","PM2,5",11.25
"13037","2017","09","19","Warszawa","PM2,5",21.23
"13038","2017","09","20","Warszawa","PM2,5",16.69
"13039","2017","09","21","Warszawa","PM2,5",9.07
"13040","2017","09","22","Warszawa","PM2,5",10.22
"13041","2017","09","23","Warszawa","PM2,5",15.97
"13042","2017","09","24","Warszawa","PM2,5",17.78
"13043","2017","09","25","Warszawa","PM2,5",14.51
"13044","2017","09","26","Warszawa","PM2,5",22.68
"13045","2017","09","27","Warszawa","PM2,5",18.32
"13046","2017","09","28","Warszawa","PM2,5",14.33
"13047","2017","09","29","Warszawa","PM2,5",15.97
"13048","2017","09","30","Warszawa","PM2,5",16.51
"13049","2017","10","01","Warszawa","PM2,5",21.59
"13050","2017","10","02","Warszawa","PM2,5",25.04
"13051","2017","10","03","Warszawa","PM2,5",26.31
"13052","2017","10","04","Warszawa","PM2,5",9.98
"13053","2017","10","05","Warszawa","PM2,5",6.53
"13054","2017","10","06","Warszawa","PM2,5",7.26
"13055","2017","10","07","Warszawa","PM2,5",10.89
"13056","2017","10","08","Warszawa","PM2,5",9.62
"13057","2017","10","09","Warszawa","PM2,5",8.35
"13058","2017","10","10","Warszawa","PM2,5",12.34
"13059","2017","10","11","Warszawa","PM2,5",15.06
"13060","2017","10","12","Warszawa","PM2,5",9.98
"13061","2017","10","13","Warszawa","PM2,5",9.07
"13062","2017","10","14","Warszawa","PM2,5",15.24
"13063","2017","10","15","Warszawa","PM2,5",12.34
"13064","2017","10","16","Warszawa","PM2,5",19.41
"13065","2017","10","17","Warszawa","PM2,5",28.88
"13066","2017","10","18","Warszawa","PM2,5",40.46
"13067","2017","10","19","Warszawa","PM2,5",33.38
"13068","2017","10","20","Warszawa","PM2,5",29.57
"13069","2017","10","21","Warszawa","PM2,5",35.74
"13070","2017","10","22","Warszawa","PM2,5",20.5
"13071","2017","10","23","Warszawa","PM2,5",17.42
"13072","2017","10","24","Warszawa","PM2,5",18.14
"13073","2017","10","25","Warszawa","PM2,5",20.68
"13074","2017","10","26","Warszawa","PM2,5",10.16
"13075","2017","10","27","Warszawa","PM2,5",10.52
"13076","2017","10","28","Warszawa","PM2,5",6.35
"13077","2017","10","29","Warszawa","PM2,5",3.45
"13078","2017","10","30","Warszawa","PM2,5",4.54
"13079","2017","10","31","Warszawa","PM2,5",9.8
"13080","2017","11","01","Warszawa","PM2,5",15.78
"13081","2017","11","02","Warszawa","PM2,5",11.07
"13082","2017","11","03","Warszawa","PM2,5",12.52
"13083","2017","11","04","Warszawa","PM2,5",19.96
"13084","2017","11","05","Warszawa","PM2,5",19.78
"13085","2017","11","06","Warszawa","PM2,5",26.85
"13086","2017","11","07","Warszawa","PM2,5",27.03
"13087","2017","11","08","Warszawa","PM2,5",23.22
"13088","2017","11","09","Warszawa","PM2,5",28.85
"13089","2017","11","10","Warszawa","PM2,5",33.38
"13090","2017","11","11","Warszawa","PM2,5",5.26
"13091","2017","11","12","Warszawa","PM2,5",9.62
"13092","2017","11","13","Warszawa","PM2,5",16.33
"13093","2017","11","14","Warszawa","PM2,5",13.97
"13094","2017","11","15","Warszawa","PM2,5",21.23
"13095","2017","11","16","Warszawa","PM2,5",46.99
"13096","2017","11","17","Warszawa","PM2,5",35.56
"13097","2017","11","18","Warszawa","PM2,5",18.87
"13098","2017","11","19","Warszawa","PM2,5",11.25
"13099","2017","11","20","Warszawa","PM2,5",7.8
"13100","2017","11","21","Warszawa","PM2,5",26.85
"13101","2017","11","22","Warszawa","PM2,5",40.46
"13102","2017","11","23","Warszawa","PM2,5",22.13
"13103","2017","11","24","Warszawa","PM2,5",32.11
"13104","2017","11","25","Warszawa","PM2,5",28.48
"13105","2017","11","26","Warszawa","PM2,5",11.61
"13106","2017","11","27","Warszawa","PM2,5",30.12
"13107","2017","11","28","Warszawa","PM2,5",26.85
"13108","2017","11","29","Warszawa","PM2,5",35.02
"13109","2017","11","30","Warszawa","PM2,5",27.4
"13110","2017","12","01","Warszawa","PM2,5",21.77
"13111","2017","12","02","Warszawa","PM2,5",27.21
"13112","2017","12","03","Warszawa","PM2,5",52.61
"13113","2017","12","04","Warszawa","PM2,5",25.22
"13114","2017","12","05","Warszawa","PM2,5",13.61
"13115","2017","12","06","Warszawa","PM2,5",8.16
"13116","2017","12","07","Warszawa","PM2,5",17.6
"13117","2017","12","08","Warszawa","PM2,5",19.59
"13118","2017","12","09","Warszawa","PM2,5",20.32
"13119","2017","12","10","Warszawa","PM2,5",14.7
"13120","2017","12","11","Warszawa","PM2,5",11.97
"13121","2017","12","12","Warszawa","PM2,5",10.7
"13122","2017","12","13","Warszawa","PM2,5",15.24
"13123","2017","12","14","Warszawa","PM2,5",18.32
"13124","2017","12","15","Warszawa","PM2,5",21.05
"13125","2017","12","16","Warszawa","PM2,5",33.93
"13126","2017","12","17","Warszawa","PM2,5",42.09
"13127","2017","12","18","Warszawa","PM2,5",61.32
"13128","2017","12","19","Warszawa","PM2,5",23.59
"13129","2017","12","20","Warszawa","PM2,5",31.57
"13130","2017","12","21","Warszawa","PM2,5",30.3
"13131","2017","12","22","Warszawa","PM2,5",11.07
"13132","2017","12","23","Warszawa","PM2,5",9.43
"13133","2017","12","24","Warszawa","PM2,5",5.62
"13134","2017","12","25","Warszawa","PM2,5",6.71
"13135","2017","12","26","Warszawa","PM2,5",20.68
"13136","2017","12","27","Warszawa","PM2,5",26.67
"13137","2017","12","28","Warszawa","PM2,5",16.51
"13138","2017","12","29","Warszawa","PM2,5",18.51
"13139","2017","12","30","Warszawa","PM2,5",35.38
"13140","2017","12","31","Warszawa","PM2,5",15.42
"13141","2017","01","01","Wrocław","PM2,5",53.57
"13142","2017","01","02","Wrocław","PM2,5",31.33
"13143","2017","01","03","Wrocław","PM2,5",12.69
"13144","2017","01","04","Wrocław","PM2,5",6.13
"13145","2017","01","05","Wrocław","PM2,5",8.28
"13146","2017","01","06","Wrocław","PM2,5",13.52
"13147","2017","01","07","Wrocław","PM2,5",37.02
"13148","2017","01","08","Wrocław","PM2,5",54.59
"13149","2017","01","09","Wrocław","PM2,5",131.5
"13150","2017","01","10","Wrocław","PM2,5",90.65
"13151","2017","01","11","Wrocław","PM2,5",34.15
"13152","2017","01","12","Wrocław","PM2,5",17
"13153","2017","01","13","Wrocław","PM2,5",12.6
"13154","2017","01","14","Wrocław","PM2,5",16.66
"13155","2017","01","15","Wrocław","PM2,5",14.48
"13156","2017","01","16","Wrocław","PM2,5",37.13
"13157","2017","01","17","Wrocław","PM2,5",48.87
"13158","2017","01","18","Wrocław","PM2,5",53.72
"13159","2017","01","19","Wrocław","PM2,5",59.65
"13160","2017","01","20","Wrocław","PM2,5",69.88
"13161","2017","01","21","Wrocław","PM2,5",42.4
"13162","2017","01","22","Wrocław","PM2,5",69
"13163","2017","01","23","Wrocław","PM2,5",59.38
"13164","2017","01","24","Wrocław","PM2,5",43.21
"13165","2017","01","25","Wrocław","PM2,5",48.98
"13166","2017","01","26","Wrocław","PM2,5",66.18
"13167","2017","01","27","Wrocław","PM2,5",70.79
"13168","2017","01","28","Wrocław","PM2,5",67.97
"13169","2017","01","29","Wrocław","PM2,5",92.81
"13170","2017","01","30","Wrocław","PM2,5",88.41
"13171","2017","01","31","Wrocław","PM2,5",40.08
"13172","2017","02","01","Wrocław","PM2,5",62.67
"13173","2017","02","02","Wrocław","PM2,5",52.39
"13174","2017","02","03","Wrocław","PM2,5",60.01
"13175","2017","02","04","Wrocław","PM2,5",45.95
"13176","2017","02","05","Wrocław","PM2,5",NA
"13177","2017","02","06","Wrocław","PM2,5",NA
"13178","2017","02","07","Wrocław","PM2,5",NA
"13179","2017","02","08","Wrocław","PM2,5",NA
"13180","2017","02","09","Wrocław","PM2,5",NA
"13181","2017","02","10","Wrocław","PM2,5",NA
"13182","2017","02","11","Wrocław","PM2,5",45.11
"13183","2017","02","12","Wrocław","PM2,5",56.58
"13184","2017","02","13","Wrocław","PM2,5",66.01
"13185","2017","02","14","Wrocław","PM2,5",102.53
"13186","2017","02","15","Wrocław","PM2,5",177.39
"13187","2017","02","16","Wrocław","PM2,5",109.1
"13188","2017","02","17","Wrocław","PM2,5",NA
"13189","2017","02","18","Wrocław","PM2,5",NA
"13190","2017","02","19","Wrocław","PM2,5",NA
"13191","2017","02","20","Wrocław","PM2,5",NA
"13192","2017","02","21","Wrocław","PM2,5",7.65
"13193","2017","02","22","Wrocław","PM2,5",9.28
"13194","2017","02","23","Wrocław","PM2,5",8.57
"13195","2017","02","24","Wrocław","PM2,5",7.51
"13196","2017","02","25","Wrocław","PM2,5",15.75
"13197","2017","02","26","Wrocław","PM2,5",13.03
"13198","2017","02","27","Wrocław","PM2,5",18.56
"13199","2017","02","28","Wrocław","PM2,5",19.06
"13200","2017","03","01","Wrocław","PM2,5",10.55
"13201","2017","03","02","Wrocław","PM2,5",9.87
"13202","2017","03","03","Wrocław","PM2,5",15.63
"13203","2017","03","04","Wrocław","PM2,5",20.81
"13204","2017","03","05","Wrocław","PM2,5",14.02
"13205","2017","03","06","Wrocław","PM2,5",18.29
"13206","2017","03","07","Wrocław","PM2,5",21.47
"13207","2017","03","08","Wrocław","PM2,5",27.46
"13208","2017","03","09","Wrocław","PM2,5",30.42
"13209","2017","03","10","Wrocław","PM2,5",27.78
"13210","2017","03","11","Wrocław","PM2,5",17.39
"13211","2017","03","12","Wrocław","PM2,5",24.98
"13212","2017","03","13","Wrocław","PM2,5",34.65
"13213","2017","03","14","Wrocław","PM2,5",56.89
"13214","2017","03","15","Wrocław","PM2,5",21.6
"13215","2017","03","16","Wrocław","PM2,5",14.09
"13216","2017","03","17","Wrocław","PM2,5",30.54
"13217","2017","03","18","Wrocław","PM2,5",9.88
"13218","2017","03","19","Wrocław","PM2,5",7.43
"13219","2017","03","20","Wrocław","PM2,5",15.12
"13220","2017","03","21","Wrocław","PM2,5",12.31
"13221","2017","03","22","Wrocław","PM2,5",9.08
"13222","2017","03","23","Wrocław","PM2,5",25.2
"13223","2017","03","24","Wrocław","PM2,5",29.63
"13224","2017","03","25","Wrocław","PM2,5",29.94
"13225","2017","03","26","Wrocław","PM2,5",16.24
"13226","2017","03","27","Wrocław","PM2,5",28.98
"13227","2017","03","28","Wrocław","PM2,5",36.06
"13228","2017","03","29","Wrocław","PM2,5",30.61
"13229","2017","03","30","Wrocław","PM2,5",24.43
"13230","2017","03","31","Wrocław","PM2,5",19.19
"13231","2017","04","01","Wrocław","PM2,5",20.38
"13232","2017","04","02","Wrocław","PM2,5",18.64
"13233","2017","04","03","Wrocław","PM2,5",19.88
"13234","2017","04","04","Wrocław","PM2,5",33.43
"13235","2017","04","05","Wrocław","PM2,5",32.45
"13236","2017","04","06","Wrocław","PM2,5",8.11
"13237","2017","04","07","Wrocław","PM2,5",7.13
"13238","2017","04","08","Wrocław","PM2,5",15.48
"13239","2017","04","09","Wrocław","PM2,5",23.48
"13240","2017","04","10","Wrocław","PM2,5",15.33
"13241","2017","04","11","Wrocław","PM2,5",9.45
"13242","2017","04","12","Wrocław","PM2,5",13.76
"13243","2017","04","13","Wrocław","PM2,5",9.4
"13244","2017","04","14","Wrocław","PM2,5",9.96
"13245","2017","04","15","Wrocław","PM2,5",14.2
"13246","2017","04","16","Wrocław","PM2,5",9.73
"13247","2017","04","17","Wrocław","PM2,5",9.94
"13248","2017","04","18","Wrocław","PM2,5",13.75
"13249","2017","04","19","Wrocław","PM2,5",11.13
"13250","2017","04","20","Wrocław","PM2,5",14.15
"13251","2017","04","21","Wrocław","PM2,5",20.67
"13252","2017","04","22","Wrocław","PM2,5",10.37
"13253","2017","04","23","Wrocław","PM2,5",6.07
"13254","2017","04","24","Wrocław","PM2,5",9.59
"13255","2017","04","25","Wrocław","PM2,5",13.13
"13256","2017","04","26","Wrocław","PM2,5",11.59
"13257","2017","04","27","Wrocław","PM2,5",18.38
"13258","2017","04","28","Wrocław","PM2,5",16.3
"13259","2017","04","29","Wrocław","PM2,5",20.58
"13260","2017","04","30","Wrocław","PM2,5",14.64
"13261","2017","05","01","Wrocław","PM2,5",12.2
"13262","2017","05","02","Wrocław","PM2,5",20.49
"13263","2017","05","03","Wrocław","PM2,5",21.94
"13264","2017","05","04","Wrocław","PM2,5",15.54
"13265","2017","05","05","Wrocław","PM2,5",23.9
"13266","2017","05","06","Wrocław","PM2,5",22.29
"13267","2017","05","07","Wrocław","PM2,5",12.79
"13268","2017","05","08","Wrocław","PM2,5",7
"13269","2017","05","09","Wrocław","PM2,5",6.45
"13270","2017","05","10","Wrocław","PM2,5",12.17
"13271","2017","05","11","Wrocław","PM2,5",13.34
"13272","2017","05","12","Wrocław","PM2,5",17.73
"13273","2017","05","13","Wrocław","PM2,5",16.65
"13274","2017","05","14","Wrocław","PM2,5",17.49
"13275","2017","05","15","Wrocław","PM2,5",10.58
"13276","2017","05","16","Wrocław","PM2,5",12.34
"13277","2017","05","17","Wrocław","PM2,5",17.95
"13278","2017","05","18","Wrocław","PM2,5",19
"13279","2017","05","19","Wrocław","PM2,5",19.13
"13280","2017","05","20","Wrocław","PM2,5",14.18
"13281","2017","05","21","Wrocław","PM2,5",15.53
"13282","2017","05","22","Wrocław","PM2,5",12.46
"13283","2017","05","23","Wrocław","PM2,5",15.73
"13284","2017","05","24","Wrocław","PM2,5",11.83
"13285","2017","05","25","Wrocław","PM2,5",7.94
"13286","2017","05","26","Wrocław","PM2,5",10.51
"13287","2017","05","27","Wrocław","PM2,5",10.92
"13288","2017","05","28","Wrocław","PM2,5",12.19
"13289","2017","05","29","Wrocław","PM2,5",12.11
"13290","2017","05","30","Wrocław","PM2,5",16.5
"13291","2017","05","31","Wrocław","PM2,5",12.14
"13292","2017","06","01","Wrocław","PM2,5",10.03
"13293","2017","06","02","Wrocław","PM2,5",12.24
"13294","2017","06","03","Wrocław","PM2,5",12.63
"13295","2017","06","04","Wrocław","PM2,5",16.86
"13296","2017","06","05","Wrocław","PM2,5",8.24
"13297","2017","06","06","Wrocław","PM2,5",10.73
"13298","2017","06","07","Wrocław","PM2,5",5.18
"13299","2017","06","08","Wrocław","PM2,5",7.83
"13300","2017","06","09","Wrocław","PM2,5",10
"13301","2017","06","10","Wrocław","PM2,5",8.63
"13302","2017","06","11","Wrocław","PM2,5",11.4
"13303","2017","06","12","Wrocław","PM2,5",11.59
"13304","2017","06","13","Wrocław","PM2,5",10.13
"13305","2017","06","14","Wrocław","PM2,5",8.94
"13306","2017","06","15","Wrocław","PM2,5",10.41
"13307","2017","06","16","Wrocław","PM2,5",10.2
"13308","2017","06","17","Wrocław","PM2,5",6.28
"13309","2017","06","18","Wrocław","PM2,5",8.99
"13310","2017","06","19","Wrocław","PM2,5",12.92
"13311","2017","06","20","Wrocław","PM2,5",14.42
"13312","2017","06","21","Wrocław","PM2,5",9.86
"13313","2017","06","22","Wrocław","PM2,5",15.88
"13314","2017","06","23","Wrocław","PM2,5",13.29
"13315","2017","06","24","Wrocław","PM2,5",14.9
"13316","2017","06","25","Wrocław","PM2,5",11.27
"13317","2017","06","26","Wrocław","PM2,5",10.42
"13318","2017","06","27","Wrocław","PM2,5",12
"13319","2017","06","28","Wrocław","PM2,5",15.62
"13320","2017","06","29","Wrocław","PM2,5",11.57
"13321","2017","06","30","Wrocław","PM2,5",8.81
"13322","2017","07","01","Wrocław","PM2,5",8.16
"13323","2017","07","02","Wrocław","PM2,5",7.43
"13324","2017","07","03","Wrocław","PM2,5",9.11
"13325","2017","07","04","Wrocław","PM2,5",10.83
"13326","2017","07","05","Wrocław","PM2,5",12.16
"13327","2017","07","06","Wrocław","PM2,5",9.98
"13328","2017","07","07","Wrocław","PM2,5",13.15
"13329","2017","07","08","Wrocław","PM2,5",16.83
"13330","2017","07","09","Wrocław","PM2,5",15.07
"13331","2017","07","10","Wrocław","PM2,5",12.44
"13332","2017","07","11","Wrocław","PM2,5",11.41
"13333","2017","07","12","Wrocław","PM2,5",9.97
"13334","2017","07","13","Wrocław","PM2,5",7.55
"13335","2017","07","14","Wrocław","PM2,5",11.77
"13336","2017","07","15","Wrocław","PM2,5",11.94
"13337","2017","07","16","Wrocław","PM2,5",10.93
"13338","2017","07","17","Wrocław","PM2,5",11.01
"13339","2017","07","18","Wrocław","PM2,5",10.61
"13340","2017","07","19","Wrocław","PM2,5",16.16
"13341","2017","07","20","Wrocław","PM2,5",22.24
"13342","2017","07","21","Wrocław","PM2,5",13.23
"13343","2017","07","22","Wrocław","PM2,5",16.95
"13344","2017","07","23","Wrocław","PM2,5",12.95
"13345","2017","07","24","Wrocław","PM2,5",9.65
"13346","2017","07","25","Wrocław","PM2,5",7.86
"13347","2017","07","26","Wrocław","PM2,5",7.58
"13348","2017","07","27","Wrocław","PM2,5",8.33
"13349","2017","07","28","Wrocław","PM2,5",10.52
"13350","2017","07","29","Wrocław","PM2,5",11.53
"13351","2017","07","30","Wrocław","PM2,5",14.74
"13352","2017","07","31","Wrocław","PM2,5",13.08
"13353","2017","08","01","Wrocław","PM2,5",20.35
"13354","2017","08","02","Wrocław","PM2,5",15.27
"13355","2017","08","03","Wrocław","PM2,5",13.49
"13356","2017","08","04","Wrocław","PM2,5",13.44
"13357","2017","08","05","Wrocław","PM2,5",12.07
